Cer,[M+HCO2]-,NL_H2CO2,M-H-H2CO,NL_H2O&SN1,NL_H2O&SN2amide,SN2amide
Cer(d8:0/22:0)+HCO2,528.4632,482.45771,452.4472,364.3585,125.0969,338.3428
Cer(d8:0/22:1)+HCO2,526.4476,480.44211,450.4316,362.3429,125.0969,336.3272
Cer(d8:0/22:2)+HCO2,524.4319,478.42641,448.4159,360.3272,125.0969,334.3115
Cer(d8:0/22:3)+HCO2,522.4163,476.41081,446.4003,358.3116,125.0969,332.2959
Cer(d8:0/22:4)+HCO2,520.4006,474.39511,444.3846,356.2959,125.0969,330.2802
Cer(d8:0/22:5)+HCO2,518.385,472.37951,442.369,354.2803,125.0969,328.2646
Cer(d8:0/22:6)+HCO2,516.3693,470.36381,440.3533,352.2646,125.0969,326.2489
Cer(d8:0/23:0)+HCO2,542.4789,496.47341,466.4629,378.3742,125.0969,352.3585
Cer(d8:0/24:0)+HCO2,556.4945,510.48901,480.4785,392.3898,125.0969,366.3741
Cer(d8:0/24:1)+HCO2,554.4789,508.47341,478.4629,390.3742,125.0969,364.3585
Cer(d8:0/25:0)+HCO2,570.5102,524.50471,494.4942,406.4055,125.0969,380.3898
Cer(d8:0/26:0)+HCO2,584.5258,538.52031,508.5098,420.4211,125.0969,394.4054
Cer(d8:0/8:0)+HCO2,332.2441,286.23861,256.2281,168.1394,125.0969,142.1237
